0ctf2021quals__future-c15da51ded	model_timeout	timeout	model_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0ctf2021quals__future-c15da51ded/enigma_output/attempt-20260831T005952477946-d9ebd6fd/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_future.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0ctf2021quals__future-c15da51ded.error.log
0ctf2021quals__listbook-d31dfe2bb9	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0ctf2021quals__listbook-d31dfe2bb9/enigma_output/attempt-20260831T010854006490-c147fb33/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/pwn_listbook.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0ctf2021quals__listbook-d31dfe2bb9.error.log
0x41414141ctf2021__external-746d3f61e6	model_timeout	timeout	model_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0x41414141ctf2021__external-746d3f61e6/enigma_output/attempt-20260831T012757236292-6c2ee6b5/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/pwn_external.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0x41414141ctf2021__external-746d3f61e6.error.log
0x41414141ctf2021__factorize-4ce5db5bbd	model_timeout	timeout	model_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0x41414141ctf2021__factorize-4ce5db5bbd/enigma_output/attempt-20260831T012908687287-25dcb76d/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_factorize.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0x41414141ctf2021__factorize-4ce5db5bbd.error.log
0x41414141ctf2021__hash-b748990301	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0x41414141ctf2021__hash-b748990301/enigma_output/attempt-20260831T012951737299-cc9e1f7a/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_hash.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0x41414141ctf2021__hash-b748990301.error.log
0x41414141ctf2021__pyjail-3fc3bf1e4c	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0x41414141ctf2021__pyjail-3fc3bf1e4c/enigma_output/attempt-20260831T013555082463-b707dfc4/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/misc_pyjail.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0x41414141ctf2021__pyjail-3fc3bf1e4c.error.log
0x41414141ctf2021__shjail-d0e3540001	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0x41414141ctf2021__shjail-d0e3540001/enigma_output/attempt-20260831T014950556143-d5afe9e3/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/misc_shjail.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0x41414141ctf2021__shjail-d0e3540001.error.log
0x41414141ctf2021__soul-8e07deb4ca	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0x41414141ctf2021__soul-8e07deb4ca/enigma_output/attempt-20260831T015056187237-071004e0/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_soul.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0x41414141ctf2021__soul-8e07deb4ca.error.log
0x41414141ctf2021__staple-aes-58ef1c4117	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0x41414141ctf2021__staple-aes-58ef1c4117/enigma_output/attempt-20260831T020850397034-f4cab406/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_stapleaes.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0x41414141ctf2021__staple-aes-58ef1c4117.error.log
0x41414141ctf2021__wallet-905c1e0477	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0x41414141ctf2021__wallet-905c1e0477/enigma_output/attempt-20260831T021040023540-8e0c65fd/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_wallet.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0x41414141ctf2021__wallet-905c1e0477.error.log
0x41414141ctf2021__x-and-or-9c2d086dd6	task_timeout	timeout	-	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0x41414141ctf2021__x-and-or-9c2d086dd6/enigma_output/attempt-20260831T021804721058-5445d684/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_xandor.traj	-
0xl4ugh__spiralfloats-480319c59e	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/0xl4ugh__spiralfloats-480319c59e/enigma_output/attempt-20260831T024328881146-8f717861/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_spiralfloats.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/0xl4ugh__spiralfloats-480319c59e.error.log
29c3ctf2012__findthekey-5fb9571cbc	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/29c3ctf2012__findthekey-5fb9571cbc/enigma_output/attempt-20260831T024707850067-4192e23d/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_findthekey.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/29c3ctf2012__findthekey-5fb9571cbc.error.log
29c3ctf2012__memcached-f9aad9fca1	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/29c3ctf2012__memcached-f9aad9fca1/enigma_output/attempt-20260831T025059421319-246b1519/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/pwn_memcached.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/29c3ctf2012__memcached-f9aad9fca1.error.log
29c3ctf2012__proxy-3bc02960ae	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/29c3ctf2012__proxy-3bc02960ae/enigma_output/attempt-20260831T030013925149-428b2339/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/pwn_proxy.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/29c3ctf2012__proxy-3bc02960ae.error.log
29c3ctf2012__ru1337-2cd33da820	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/29c3ctf2012__ru1337-2cd33da820/enigma_output/attempt-20260831T030853973671-7a7b2faf/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/pwn_ru1337.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/29c3ctf2012__ru1337-2cd33da820.error.log
29c3ctf2012__updateserver-e48874c439	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/29c3ctf2012__updateserver-e48874c439/enigma_output/attempt-20260831T031043591060-12dbe8ba/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/pwn_updateserver.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/29c3ctf2012__updateserver-e48874c439.error.log
accessdeniedctf2022__babyc-c2078a26dd	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/accessdeniedctf2022__babyc-c2078a26dd/enigma_output/attempt-20260831T031756894464-2112ff84/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/misc_babyc.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/accessdeniedctf2022__babyc-c2078a26dd.error.log
accessdeniedctf2022__binary-3e6741a647	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/accessdeniedctf2022__binary-3e6741a647/enigma_output/attempt-20260831T034332189824-844b345a/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_binary.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/accessdeniedctf2022__binary-3e6741a647.error.log
accessdeniedctf2022__enormous-6a940f987e	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/accessdeniedctf2022__enormous-6a940f987e/enigma_output/attempt-20260831T035102800440-013509da/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_enormous.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/accessdeniedctf2022__enormous-6a940f987e.error.log
accessdeniedctf2022__llvm-a48f8b792b	task_timeout	timeout	-	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/accessdeniedctf2022__llvm-a48f8b792b/enigma_output/attempt-20260831T035136124974-2b733f4c/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_llvm.traj	-
accessdeniedctf2022__ret2system-7ee678ed27	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/accessdeniedctf2022__ret2system-7ee678ed27/enigma_output/attempt-20260831T040200947614-4dec3c86/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/pwn_ret2system.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/accessdeniedctf2022__ret2system-7ee678ed27.error.log
accessdeniedctf2022__rsa1-c8bd10fa8c	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/accessdeniedctf2022__rsa1-c8bd10fa8c/enigma_output/attempt-20260831T040857737820-4749f38e/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_rsa1.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/accessdeniedctf2022__rsa1-c8bd10fa8c.error.log
accessdeniedctf2022__rsa3-f4b61fe1f1	task_timeout	timeout	-	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/accessdeniedctf2022__rsa3-f4b61fe1f1/enigma_output/attempt-20260831T041800376494-56833f41/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_rsa3.traj	-
amateursctf__addition-124a8519eb	task_timeout	timeout	-	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/amateursctf__addition-124a8519eb/enigma_output/attempt-20260831T045106460447-550bb5da/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_addition.traj	-
amateursctf__normal-d7682fea15	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/amateursctf__normal-d7682fea15/enigma_output/attempt-20260831T045327081129-fb3610d7/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_normal.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/amateursctf__normal-d7682fea15.error.log
amateursctf__piano-ecf34098a0	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/amateursctf__piano-ecf34098a0/enigma_output/attempt-20260831T045341240809-ec2c744a/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/misc_piano.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/amateursctf__piano-ecf34098a0.error.log
amateursctf__uncrackable-c1d77ff9b8	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/amateursctf__uncrackable-c1d77ff9b8/enigma_output/attempt-20260831T050205008067-51f101c3/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_uncrackable.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/amateursctf__uncrackable-c1d77ff9b8.error.log
angstromctf2016__amoebananas-096ba93b9b	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__amoebananas-096ba93b9b/enigma_output/attempt-20260831T050901475200-1ad4cde4/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/web_amoebananas.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__amoebananas-096ba93b9b.error.log
angstromctf2016__artifact-8f4115f2bd	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__artifact-8f4115f2bd/enigma_output/attempt-20260831T051458646575-90cb88ed/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_artifact.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__artifact-8f4115f2bd.error.log
angstromctf2016__asmtracing-66ce8a074b	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__asmtracing-66ce8a074b/enigma_output/attempt-20260831T051727375680-de7bf867/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_asmtracing.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__asmtracing-66ce8a074b.error.log
angstromctf2016__casino-005b859d7b	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__casino-005b859d7b/enigma_output/attempt-20260831T051742364422-00882ed8/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_casino.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__casino-005b859d7b.error.log
angstromctf2016__cipher-44e22b336f	task_timeout	timeout	-	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__cipher-44e22b336f/enigma_output/attempt-20260831T055104774175-50773146/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_cipher.traj	-
angstromctf2016__client-fda76b713e	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__client-fda76b713e/enigma_output/attempt-20260831T055331188657-c11a5a04/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/web_client.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__client-fda76b713e.error.log
angstromctf2016__drag-6b2e194935	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__drag-6b2e194935/enigma_output/attempt-20260831T055344747765-2f604502/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/misc_drag.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__drag-6b2e194935.error.log
angstromctf2016__endian-d1fb7a611d	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__endian-d1fb7a611d/enigma_output/attempt-20260831T060209010269-92d7b02f/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/pwn_endian.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__endian-d1fb7a611d.error.log
angstromctf2016__hamlet-93c4f5aa7c	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__hamlet-93c4f5aa7c/enigma_output/attempt-20260831T061746357033-5841a4be/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_hamlet.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__hamlet-93c4f5aa7c.error.log
angstromctf2016__headsup-f6dcaaefbd	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__headsup-f6dcaaefbd/enigma_output/attempt-20260831T063824436200-1501c446/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/forensics_headsup.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__headsup-f6dcaaefbd.error.log
angstromctf2016__helpcenter-40af403593	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__helpcenter-40af403593/enigma_output/attempt-20260831T065059817424-07adf196/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/crypto_helpcenter.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__helpcenter-40af403593.error.log
angstromctf2016__javabest-1cead26f71	task_timeout	timeout	task_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__javabest-1cead26f71/enigma_output/attempt-20260831T065438640906-6de313a1/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/rev_javabest.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__javabest-1cead26f71.error.log
angstromctf2016__metasploit-b5a599dd2b	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__metasploit-b5a599dd2b/enigma_output/attempt-20260831T065759357949-a8d3010e/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/forensics_metasploit.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__metasploit-b5a599dd2b.error.log
angstromctf2016__music-b0dab2ba47	task_timeout	timeout	outer_timeout	-	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/angstromctf2016__music-b0dab2ba47/enigma_output/attempt-20260831T070122782899-52ec7f97/glm52_10__challenge__default_ctf__t-0.00__p-0.95__k-20__c-0.00__install-1/forensics_music.traj	/data2/nfs/wangyingqi/Cyber-Zero/trajectories/ctfdojo_3traj_20260830_232646/traj_001/logs/angstromctf2016__music-b0dab2ba47.error.log
