0ctf2019__babyheap-914f2b64c7	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
0ctf2019__babyrsa-ce712ac949	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
0ctf2019__babysandbox-7a2ec9c71b	missing	missing	missing	missing	missing	missing
0ctf2019__elements-12c9366ea1	missing	missing	missing	parse_error	missing	missing
0ctf2019__flropyd-09e7147194	missing	missing	missing	missing	missing	missing
0ctf2019__plang-5fefdae8a9	step_200_hit		missing	missing	Agent exited with step_200_hit	missing
0ctf2019__sanitize-eaf6397f86	task_timeout	task_timeout	missing	missing	Task exceeded 3540.0s timeout	missing
0ctf2019__scanner-0dbd381bf4	missing	missing	missing	parse_error	missing	missing
0ctf2019__zerotask-a1c287d32e	early_exit		interrupt_failed	parse_error	Agent exited with early_exit	missing
0ctf2021quals__cloudpass-833af61b7a	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
0ctf2021quals__future-c15da51ded	model_timeout	model_timeout	missing	missing	Model generation exceeded 1200.0 second timeout (history_entries=76, transport_timeout=1170.0)	Traceback (most recent call last):\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1373, in run\n    observation, done = self._run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/run.py", line 452, in step_limited_run_step\n    observation, done = original_run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1286, in _run_step\n    thought, action, output = self.forward(observation, self._env.get_available_actions(), state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 842, in forward\n    thought, action, output = self.forward_with_error_check(observation, state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1037, in forward_with_error_check\n    return self.check_format_and_requery(self.forward_model(observation, state))\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 928, in forward_model\n    return self._query_model_with_timeout(self.local_history)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 491, in _query_model_with_timeout\n    raise TimeoutError(\nTimeoutError: Model generation exceeded 1200.0 second timeout (history_entries=76, transport_timeout=1170.0)\n
0ctf2021quals__listbook-d31dfe2bb9	missing	missing	missing	parse_error	missing	missing
0ctf2021quals__vp-73b9611bad	runner_exception	KeyError	missing	missing	'agent'	Traceback (most recent call last):\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1373, in run\n    observation, done = self._run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/run.py", line 452, in step_limited_run_step\n    observation, done = original_run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1286, in _run_step\n    thought, action, output = self.forward(observation, self._env.get_available_actions(), state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 842, in forward\n    thought, action, output = self.forward_with_error_check(observation, state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1037, in forward_with_error_check\n    return self.check_format_and_requery(self.forward_model(observation, state))\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 928, in forward_model\n    return self._query_model_with_timeout(self.local_history)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 599, in local_history\n    history = self.config.history_processor([entry for entry in self.history if entry["agent"] == self.name])\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 599, in <listcomp>\n    history = self.config.history_processor([entry for entry in self.history if entry["agent"] == self.name])\nKeyError: 'agent'\n
0ctf2021quals__zer0lfsr-94e599756e	runner_exception	KeyError	missing	missing	'agent'	Traceback (most recent call last):\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1373, in run\n    observation, done = self._run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/run.py", line 452, in step_limited_run_step\n    observation, done = original_run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1286, in _run_step\n    thought, action, output = self.forward(observation, self._env.get_available_actions(), state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 842, in forward\n    thought, action, output = self.forward_with_error_check(observation, state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1037, in forward_with_error_check\n    return self.check_format_and_requery(self.forward_model(observation, state))\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 928, in forward_model\n    return self._query_model_with_timeout(self.local_history)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 599, in local_history\n    history = self.config.history_processor([entry for entry in self.history if entry["agent"] == self.name])\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 599, in <listcomp>\n    history = self.config.history_processor([entry for entry in self.history if entry["agent"] == self.name])\nKeyError: 'agent'\n
0x41414141ctf2021__client-1623b627b2	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
0x41414141ctf2021__external-746d3f61e6	model_timeout	model_timeout	missing	missing	Model generation exceeded 1200.0 second timeout (history_entries=16, transport_timeout=1170.0)	Traceback (most recent call last):\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1373, in run\n    observation, done = self._run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/run.py", line 452, in step_limited_run_step\n    observation, done = original_run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1286, in _run_step\n    thought, action, output = self.forward(observation, self._env.get_available_actions(), state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 842, in forward\n    thought, action, output = self.forward_with_error_check(observation, state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1037, in forward_with_error_check\n    return self.check_format_and_requery(self.forward_model(observation, state))\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 928, in forward_model\n    return self._query_model_with_timeout(self.local_history)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 491, in _query_model_with_timeout\n    raise TimeoutError(\nTimeoutError: Model generation exceeded 1200.0 second timeout (history_entries=16, transport_timeout=1170.0)\n
0x41414141ctf2021__factorize-4ce5db5bbd	model_timeout	model_timeout	missing	missing	Messages API request timed out after 1170.0s	Traceback (most recent call last):\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/urllib3/connectionpool.py", line 534, in _make_request\n    response = conn.getresponse()\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/urllib3/connection.py", line 571, in getresponse\n    httplib_response = super().getresponse()\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/http/client.py", line 1395, in getresponse\n    response.begin()\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/http/client.py", line 323, in begin\n    version, status, reason = self._read_status()\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/http/client.py", line 284, in _read_status\n    line = str(self.fp.readline(_MAXLINE + 1), "iso-8859-1")\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/socket.py", line 717, in readinto\n    return self._sock.recv_into(b)\nTimeoutError: timed out\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/requests/adapters.py", line 696, in send\n    resp = conn.urlopen(\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/urllib3/connectionpool.py", line 842, in urlopen\n    retries = retries.increment(\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/urllib3/util/retry.py", line 498, in increment\n    raise reraise(type(error), error, _stacktrace)\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/urllib3/util/util.py", line 39, in reraise\n    raise value\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/urllib3/connectionpool.py", line 788, in urlopen\n    response = self._make_request(\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/urllib3/connectionpool.py", line 536, in _make_request\n    self._raise_timeout(err=e, url=url, timeout_value=read_timeout)\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/urllib3/connectionpool.py", line 367, in _raise_timeout\n    raise ReadTimeoutError(\nurllib3.exceptions.ReadTimeoutError: HTTPConnectionPool(host='127.0.0.1', port=23106): Read timed out. (read timeout=1170.0)\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/models.py", line 869, in query\n    response = requests.post(\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/requests/api.py", line 134, in post\n    return request("post", url, data=data, json=json, **kwargs)\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/requests/api.py", line 71, in request\n    return session.request(method=method, url=url, **kwargs)\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/requests/sessions.py", line 651, in request\n    resp = self.send(prep, **send_kwargs)\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/requests/sessions.py", line 784, in send\n    r = adapter.send(request, **kwargs)\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/requests/adapters.py", line 742, in send\n    raise ReadTimeout(e, request=request)\nrequests.exceptions.ReadTimeout: HTTPConnectionPool(host='127.0.0.1', port=23106): Read timed out. (read timeout=1170.0)\n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1373, in run\n    observation, done = self._run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/run.py", line 452, in step_limited_run_step\n    observation, done = original_run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1286, in _run_step\n    thought, action, output = self.forward(observation, self._env.get_available_actions(), state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 842, in forward\n    thought, action, output = self.forward_with_error_check(observation, state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1037, in forward_with_error_check\n    return self.check_format_and_requery(self.forward_model(observation, state))\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 928, in forward_model\n    return self._query_model_with_timeout(self.local_history)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 500, in _query_model_with_timeout\n    raise exception\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 471, in model_query_worker\n    response = self.model.query(history)\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/tenacity/__init__.py", line 331, in wrapped_f\n    return copy(f, *args, **kw)\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/tenacity/__init__.py", line 470, in __call__\n    do = self.iter(retry_state=retry_state)\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/tenacity/__init__.py", line 371, in iter\n    result = action(retry_state)\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/tenacity/__init__.py", line 393, in <lambda>\n    self._add_action_func(lambda rs: rs.outcome.result())\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/concurrent/futures/_base.py", line 451, in result\n    return self.__get_result()\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/concurrent/futures/_base.py", line 403, in __get_result\n    raise self._exception\n  File "/home/ubuntu/miniconda3/envs/enigma/lib/python3.10/site-packages/tenacity/__init__.py", line 473, in __call__\n    result = fn(*args, **kwargs)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/models.py", line 884, in query\n    raise TimeoutError(\nTimeoutError: Messages API request timed out after 1170.0s\n
0x41414141ctf2021__filereader-239df2567e	early_exit		interrupt_failed	parse_error	Agent exited with early_exit	missing
0x41414141ctf2021__hash-b748990301	missing	missing	missing	missing	missing	missing
0x41414141ctf2021__moving-signals-1dbead341e	missing_raw_trajectory	
0x41414141ctf2021__pyjail-3fc3bf1e4c	missing	missing	missing	missing	missing	missing
0x41414141ctf2021__ret-of-the-rops-803ed111cb	early_exit		interrupt_failed	parse_error	Agent exited with early_exit	missing
0x41414141ctf2021__shjail-d0e3540001	missing	missing	missing	missing	missing	missing
0x41414141ctf2021__soul-8e07deb4ca	missing	missing	missing	missing	missing	missing
0x41414141ctf2021__staple-aes-58ef1c4117	missing	missing	missing	missing	missing	missing
0x41414141ctf2021__the-pwn-inn-2e1e15efd7	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
0x41414141ctf2021__wallet-905c1e0477	missing	missing	missing	missing	missing	missing
0x41414141ctf2021__ware-776e7dd590	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
0x41414141ctf2021__wrongdownload-7ff4c2cf36	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
0x41414141ctf2021__x-and-or-9c2d086dd6	task_timeout	task_timeout	missing	missing	Task exceeded 3540.0s timeout	missing
0xl4ugh__4lld4y-b74781c06f	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
0xl4ugh__dorya-703d970fe8	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
0xl4ugh__smolweb-74fa5794c9	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
0xl4ugh__spiralfloats-480319c59e	missing	missing	missing	missing	missing	missing
29c3ctf2012__findthekey-5fb9571cbc	missing	missing	missing	missing	missing	missing
29c3ctf2012__maya-c999b974e7	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
29c3ctf2012__memcached-f9aad9fca1	missing	missing	missing	missing	missing	missing
29c3ctf2012__minesweeper-dcf924888f	runner_exception	KeyError	missing	parse_error	'agent'	Traceback (most recent call last):\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1373, in run\n    observation, done = self._run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/run.py", line 452, in step_limited_run_step\n    observation, done = original_run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1286, in _run_step\n    thought, action, output = self.forward(observation, self._env.get_available_actions(), state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 842, in forward\n    thought, action, output = self.forward_with_error_check(observation, state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1037, in forward_with_error_check\n    return self.check_format_and_requery(self.forward_model(observation, state))\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 928, in forward_model\n    return self._query_model_with_timeout(self.local_history)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 599, in local_history\n    history = self.config.history_processor([entry for entry in self.history if entry["agent"] == self.name])\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 599, in <listcomp>\n    history = self.config.history_processor([entry for entry in self.history if entry["agent"] == self.name])\nKeyError: 'agent'\n
29c3ctf2012__proxy-3bc02960ae	missing	missing	missing	missing	missing	missing
29c3ctf2012__ru1337-2cd33da820	missing	missing	missing	parse_error	missing	missing
29c3ctf2012__updateserver-e48874c439	missing	missing	missing	missing	missing	missing
accessdeniedctf2022__babyc-c2078a26dd	missing	missing	missing	missing	missing	missing
accessdeniedctf2022__binary-3e6741a647	missing	missing	missing	parse_error	missing	missing
accessdeniedctf2022__ecc-3d127053ae	exit_api		missing	missing	Agent exited with exit_api	missing
accessdeniedctf2022__enormous-6a940f987e	missing	missing	missing	missing	missing	missing
accessdeniedctf2022__llvm-a48f8b792b	task_timeout	task_timeout	missing	missing	Task exceeded 3540.0s timeout	missing
accessdeniedctf2022__merklegoodman-31a2119d2d	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
accessdeniedctf2022__mitm2-244fcbf6b2	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
accessdeniedctf2022__ret2system-7ee678ed27	missing	missing	missing	missing	missing	missing
accessdeniedctf2022__rsa1-c8bd10fa8c	missing	missing	missing	missing	missing	missing
accessdeniedctf2022__rsa2-be1fc73c80	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
accessdeniedctf2022__rsa3-f4b61fe1f1	task_timeout	task_timeout	missing	missing	Task exceeded 3540.0s timeout	missing
accessdeniedctf2022__smallkey-203d49c058	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
amateursctf__addition-124a8519eb	task_timeout	task_timeout	missing	parse_error	Task exceeded 3540.0s timeout	missing
amateursctf__division-fbe1862c45	runner_exception	KeyError	missing	missing	'agent'	Traceback (most recent call last):\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1373, in run\n    observation, done = self._run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/run.py", line 452, in step_limited_run_step\n    observation, done = original_run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1286, in _run_step\n    thought, action, output = self.forward(observation, self._env.get_available_actions(), state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 842, in forward\n    thought, action, output = self.forward_with_error_check(observation, state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1037, in forward_with_error_check\n    return self.check_format_and_requery(self.forward_model(observation, state))\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 928, in forward_model\n    return self._query_model_with_timeout(self.local_history)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 599, in local_history\n    history = self.config.history_processor([entry for entry in self.history if entry["agent"] == self.name])\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 599, in <listcomp>\n    history = self.config.history_processor([entry for entry in self.history if entry["agent"] == self.name])\nKeyError: 'agent'\n
amateursctf__normal-d7682fea15	missing	missing	missing	parse_error	missing	missing
amateursctf__piano-ecf34098a0	missing	missing	missing	missing	missing	missing
amateursctf__uncrackable-c1d77ff9b8	missing	missing	missing	missing	missing	missing
angstromctf2016__amoebananas-096ba93b9b	missing	missing	missing	missing	missing	missing
angstromctf2016__artifact-8f4115f2bd	missing	missing	missing	missing	missing	missing
angstromctf2016__asmtracing-66ce8a074b	missing	missing	missing	missing	missing	missing
angstromctf2016__casino-005b859d7b	missing	missing	missing	missing	missing	missing
angstromctf2016__cipher-44e22b336f	task_timeout	task_timeout	missing	missing	Task exceeded 3540.0s timeout	missing
angstromctf2016__client-fda76b713e	missing	missing	missing	missing	missing	missing
angstromctf2016__drag-6b2e194935	missing	missing	missing	missing	missing	missing
angstromctf2016__endian-d1fb7a611d	missing	missing	missing	parse_error	missing	missing
angstromctf2016__fender-dd139e2be2	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
angstromctf2016__flaglock-fd9b771f6c	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
angstromctf2016__formatone-98879638e5	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
angstromctf2016__hamlet-93c4f5aa7c	missing	missing	missing	missing	missing	missing
angstromctf2016__headsup-f6dcaaefbd	missing	missing	missing	missing	missing	missing
angstromctf2016__helpcenter-40af403593	missing	missing	missing	missing	missing	missing
angstromctf2016__hex-45b855775f	submitted		missing	missing	Agent exited with submitted	missing
angstromctf2016__imageencryptor-3fd7f8a719	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
angstromctf2016__javabest-1cead26f71	task_timeout	task_timeout	missing	missing	Task exceeded 3540.0s timeout	missing
angstromctf2016__metasploit-b5a599dd2b	missing	missing	missing	parse_error	missing	missing
angstromctf2016__music-b0dab2ba47	missing	missing	missing	missing	missing	missing
angstromctf2016__oops-70e3217050	missing	missing	missing	missing	missing	missing
angstromctf2016__recovery-091b60899b	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
angstromctf2016__rsa-93131a6e97	early_exit		interrupt_failed	parse_error	Agent exited with early_exit	missing
angstromctf2016__spqr-e999510cd2	submitted		missing	missing	Agent exited with submitted	missing
angstromctf2016__yankovic-b42c352709	missing	missing	missing	missing	missing	missing
angstromctf2017__begin-0b186ac140	submitted		missing	parse_error	Agent exited with submitted	missing
angstromctf2017__casino-31940756d6	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
angstromctf2017__knockknock-12b3cb841a	task_timeout	task_timeout	missing	missing	Task exceeded 3540.0s timeout	missing
angstromctf2017__obligatory-56aac085a4	early_exit		interrupt_failed	missing	Agent exited with early_exit	missing
angstromctf2017__royalcasino-03333d0435	runner_exception	KeyError	missing	missing	'agent'	Traceback (most recent call last):\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1373, in run\n    observation, done = self._run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/run.py", line 452, in step_limited_run_step\n    observation, done = original_run_step(observation)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1286, in _run_step\n    thought, action, output = self.forward(observation, self._env.get_available_actions(), state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 842, in forward\n    thought, action, output = self.forward_with_error_check(observation, state)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 1037, in forward_with_error_check\n    return self.check_format_and_requery(self.forward_model(observation, state))\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 928, in forward_model\n    return self._query_model_with_timeout(self.local_history)\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 599, in local_history\n    history = self.config.history_processor([entry for entry in self.history if entry["agent"] == self.name])\n  File "/data2/nfs/wangyingqi/Cyber-Zero/enigma-plus/sweagent/agent/agents.py", line 599, in <listcomp>\n    history = self.config.history_processor([entry for entry in self.history if entry["agent"] == self.name])\nKeyError: 'agent'\n
angstromctf2017__substitutioncipher-ca399c5f69	missing	missing	missing	missing	missing	missing
angstromctf2018__accumulator-b786e674d5	task_timeout	task_timeout	missing	missing	Task exceeded 3540.0s timeout	missing
angstromctf2018__backtobasics-26f0cc5580	missing	missing	missing	missing	missing	missing
